application,score,filename,line,rule,searchedfor,found,advice,category,fqn
App1,1000,faces-config.xml,51,xml-jsf-1-2,web-facesconfig_1_2.xsd,"xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-facesconfig_1_2.xsd"">",Refer to PCF documetation,jsf,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/web/WEB-INF/faces-config.xml
App1,700,web.xml,46,xml-servlet-2-4,web-app_2_4.xsd,"<web-app version=""2.4"" xmlns=""http://java.sun.com/xml/ns/j2ee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/j2ee http://java.sun.com/xml/ns/j2ee/web-app_2_4.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-war/web/WEB-INF/web.xml
App1,700,web.xml,48,xml-servlet-2-4,web-app_2_4.xsd," xsi:schemaLocation=""http://java.sun.com/xml/ns/j2ee http://java.sun.com/xml/ns/j2ee/web-app_2_4.xsd""",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-war/web/WEB-INF/web.xml
App1,400,web.xml,45,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/web/WEB-INF/web.xml
App1,400,web.xml,45,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/enterprise/servlet-stateless-ear/servlet-stateless-war/web/WEB-INF/web.xml
App1,400,web.xml,48,xml-servlet-2-5,web-app_2_5.xsd," xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd""",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/webservices/ssl-jaxws-ear/ssl-jaxws-war/web/WEB-INF/web.xml
App1,400,web.xml,48,xml-servlet-2-5,web-app_2_5.xsd," xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd""",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/webservices/xwss-bank-client/web/WEB-INF/web.xml
App1,400,web.xml,48,xml-servlet-2-5,web-app_2_5.xsd," xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd""",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/webservices/xwss-bank-service/web/WEB-INF/web.xml
App1,400,web.xml,45,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/web/WEB-INF/web.xml
App1,100,LotteryBean.java,50,java-ejb-stateful,Stateful,@Stateful,Refer EJB stateful/stateless documentation,ejb,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateful/LotteryBean.java
App1,100,StatefulSessionBean.java,45,java-ejb-stateful,Stateful,@Stateful,Refer EJB stateful/stateless documentation,ejb,/Users/swoods/pvtl/demo/App1/enterprise/duke-stateful-ear/duke-stateful-ejb/src/java/enterprise/duke_stateful_ejb/StatefulSessionBean.java
App1,50,UserManager.java,79,java-jta,UserTransaction,private UserTransaction utx;,Distributed transcations are problematic and should be remediated.,jta,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,50,UserManager.java,79,java-jta,UserTransaction,private UserTransaction utx;,Distributed transcations are problematic and should be remediated.,jta,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,50,CreatePersonServlet.java,65,java-jta,UserTransaction,private UserTransaction utx;,Distributed transcations are problematic and should be remediated.,jta,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/CreatePersonServlet.java
App1,50,CreatePersonServlet.java,65,java-jta,UserTransaction,private UserTransaction utx;,Distributed transcations are problematic and should be remediated.,jta,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/CreatePersonServlet.java
App1,10,UserManager.java,53,java-servlet-session,import javax.servlet.http.HttpSession,import javax.servlet.http.HttpSession;,HTTP Sesssion Java API Import. Typically remediated by exernalizing session state.,servlet,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,10,JavaClient.java,54,java-batch,InitialContext,InitialContext ic = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-appclient/src/java/enterprise/lottery_annotation_appclient/JavaClient.java
App1,10,JavaClient.java,54,java-jndi,InitialContext,InitialContext ic = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-appclient/src/java/enterprise/lottery_annotation_appclient/JavaClient.java
App1,10,StatelessJavaClient.java,57,java-batch,InitialContext,InitialContext ic = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/hello-stateless-ejb/hello-stateless-client/src/java/enterprise/hello_stateless_client/StatelessJavaClient.java
App1,10,StatelessJavaClient.java,57,java-jndi,InitialContext,InitialContext ic = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/hello-stateless-ejb/hello-stateless-client/src/java/enterprise/hello_stateless_client/StatelessJavaClient.java
App1,10,HelloClient.java,43,java-remoteWebService-import,javax.xml.ws.WebServiceRef,import javax.xml.ws.WebServiceRef;,Ensure valid configuration for TAS or use TKG,webService,/Users/swoods/pvtl/demo/App1/webservices/simple-ws-war/simple-acc-client/src/java/enterprise/simple_acc_client/HelloClient.java
App1,10,PlayLotteryServlet.java,74,java-batch,InitialContext,InitialContext initContext  = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-war/src/java/enterprise/lottery_annotation_war/PlayLotteryServlet.java
App1,10,PlayLotteryServlet.java,74,java-jndi,InitialContext,InitialContext initContext  = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-war/src/java/enterprise/lottery_annotation_war/PlayLotteryServlet.java
App1,10,CustomerAppClient.java,61,java-batch,InitialContext,InitialContext ic = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-appclient/src/java/enterprise/customer_cmp_appclient/CustomerAppClient.java
App1,10,CustomerAppClient.java,61,java-jndi,InitialContext,InitialContext ic = new InitialContext();,Remove jndi provider or move to TKG,jndi,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-appclient/src/java/enterprise/customer_cmp_appclient/CustomerAppClient.java
App1,10,Client.java,49,java-remoteWebService-import,javax.xml.ws.WebServiceRef,import javax.xml.ws.WebServiceRef;,Ensure valid configuration for TAS or use TKG,webService,/Users/swoods/pvtl/demo/App1/webservices/hello-jaxws/src/client/Client.java
App1,10,HelloClient.java,43,java-remoteWebService-import,javax.xml.ws.WebServiceRef,import javax.xml.ws.WebServiceRef;,Ensure valid configuration for TAS or use TKG,webService,/Users/swoods/pvtl/demo/App1/webservices/simple-ws-war/simple-wsdl-client/src/java/enterprise/simple_wsdl_client/HelloClient.java
App1,10,TaxCalClient.java,49,java-remoteWebService-import,javax.xml.ws.WebServiceRef,import javax.xml.ws.WebServiceRef;,Ensure valid configuration for TAS or use TKG,webService,/Users/swoods/pvtl/demo/App1/webservices/ssl-jaxws-ear/ssl-jaxws-appclient/src/java/webservices/ssl_jaxws_appclient/TaxCalClient.java
App1,7,LotteryBean.java,45,java-ejb-stateful-import,import javax.ejb.Stateful,import javax.ejb.Stateful;,Consult with PCF documetation,ejb,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateful/LotteryBean.java
App1,7,CustomerSession.java,53,java-ejb-stateful-import,import javax.ejb.Stateful,import javax.ejb.Stateful;,Consult with PCF documetation,ejb,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-ejb/src/java/enterprise/customer_cmp_ejb/ejb/session/CustomerSession.java
App1,7,ejb-jar.xml,45,xml-ejb-3-0,ejb-jar_3_0.xsd,"<ejb-jar xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" version=""3.0"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/ejb-jar_3_0.xsd"">",Consult with PCF documetation,ejb,/Users/swoods/pvtl/demo/App1/enterprise/annotation-override-interceptor-ear/annotation-override-interceptor-ejb/src/conf/ejb-jar.xml
App1,7,StatefulSessionBean.java,43,java-ejb-stateful-import,import javax.ejb.Stateful,import javax.ejb.Stateful;,Consult with PCF documetation,ejb,/Users/swoods/pvtl/demo/App1/enterprise/duke-stateful-ear/duke-stateful-ejb/src/java/enterprise/duke_stateful_ejb/StatefulSessionBean.java
App1,5,StatelessSession.java,45,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/interceptor-stateless-ear/interceptor-stateless-jar/src/java/enterprise/interceptor_stateless_ejb/StatelessSession.java
App1,5,Lottery.java,45,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateful/Lottery.java
App1,5,DateBean.java,46,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateless/DateBean.java
App1,5,LotteryBean.java,50,java-stateful-annotations,Stateful,@Stateful,Relies on container for shared state and will require a rewrite to Stateless or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateful/LotteryBean.java
App1,5,Dice.java,45,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateless/Dice.java
App1,5,DiceBean.java,46,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/lottery-annotation-ear/lottery-annotation-ejb/src/java/enterprise/lottery_annotation_ejb_stateless/DiceBean.java
App1,5,CustomerSessionRemote.java,64,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-ejb/src/java/enterprise/customer_cmp_ejb/ejb/session/CustomerSessionRemote.java
App1,5,CustomerSession.java,71,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-ejb/src/java/enterprise/customer_cmp_ejb/ejb/session/CustomerSession.java
App1,5,CustomerSession.java,72,java-transaction-annotations,TransactionManagement,@TransactionManagement(value=TransactionManagementType.CONTAINER),Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-ejb/src/java/enterprise/customer_cmp_ejb/ejb/session/CustomerSession.java
App1,5,StatelessSessionBean.java,45,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/servlet-stateless-ear/servlet-stateless-ejb/src/java/enterprise/servlet_stateless_ejb/StatelessSessionBean.java
App1,5,StatelessSession.java,45,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/hello-stateless-ejb/src/java/enterprise/hello_stateless_ejb/StatelessSession.java
App1,5,SlessEJB.java,48,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/security-stateless-ear/security-stateless-ejb/src/java/enterprise/security_stateless_ejb/SlessEJB.java
App1,5,SlessEJB.java,51,java-security-annotations,RolesAllowed,"@RolesAllowed(""javaee"")",Replace with spring security org.springframework.security.access.annotation or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/security-stateless-ear/security-stateless-ejb/src/java/enterprise/security_stateless_ejb/SlessEJB.java
App1,5,StatelessSessionBean.java,59,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/annotation-override-interceptor-ear/annotation-override-interceptor-ejb/src/java/enterprise/annotation_override_interceptor_ejb/StatelessSessionBean.java
App1,5,StatelessSession.java,47,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/annotation-override-interceptor-ear/annotation-override-interceptor-jar/src/java/enterprise/annotation_override_interceptor_ejb/StatelessSession.java
App1,5,StatefulSession.java,45,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/duke-stateful-ear/duke-stateful-ejb/src/java/enterprise/duke_stateful_ejb/StatefulSession.java
App1,5,Sless.java,45,java-transaction-annotations,Remote,@Remote,Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/security-stateless-ear/security-stateless-ejb/src/java/enterprise/security_stateless_ejb/Sless.java
App1,5,StatelessSessionBean.java,45,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/hello-stateless-ejb/src/java/enterprise/hello_stateless_ejb/StatelessSessionBean.java
App1,5,SlessEJB.java,56,java-security-annotations,RolesAllowed,"@RolesAllowed(""noauthuser"")",Replace with spring security org.springframework.security.access.annotation or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/security-stateless-ear/security-stateless-ejb/src/java/enterprise/security_stateless_ejb/SlessEJB.java
App1,5,SlessEJB.java,61,java-security-annotations,PermitAll,@PermitAll,Replace with spring security org.springframework.security.access.annotation or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/security-stateless-ear/security-stateless-ejb/src/java/enterprise/security_stateless_ejb/SlessEJB.java
App1,5,StatefulSessionBean.java,45,java-stateful-annotations,Stateful,@Stateful,Relies on container for shared state and will require a rewrite to Stateless or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/duke-stateful-ear/duke-stateful-ejb/src/java/enterprise/duke_stateful_ejb/StatefulSessionBean.java
App1,5,CustomerSession.java,105,java-transaction-annotations,TransactionAttribute,@TransactionAttribute(TransactionAttributeType.REQUIRED),Distributed transcations are problematic and should be remediated or use TKG.effort,annotations,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-ejb/src/java/enterprise/customer_cmp_ejb/ejb/session/CustomerSession.java
App1,5,SlessEJB.java,66,java-security-annotations,DenyAll,@DenyAll,Replace with spring security org.springframework.security.access.annotation or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/security-stateless-ear/security-stateless-ejb/src/java/enterprise/security_stateless_ejb/SlessEJB.java
App1,5,StatelessSessionBean.java,52,java-stateless-annotations,Stateless,@Stateless,Replace with the Spring annotation @Component or move to TKG,annotations,/Users/swoods/pvtl/demo/App1/enterprise/interceptor-stateless-ear/interceptor-stateless-ejb/src/java/enterprise/interceptor_stateless_ejb/StatelessSessionBean.java
App1,5,UserManager.java,151,java-jsf,FacesMessage,"FacesMessage message = new FacesMessage(FacesMessage.SEVERITY_ERROR,",The conversion of a JSF application to a Spring Boot application requires several steps. Refer to the recipe URIs,jsf,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,5,UserManager.java,161,java-jsf,FacesMessage,"FacesMessage message = new FacesMessage(FacesMessage.SEVERITY_ERROR,",The conversion of a JSF application to a Spring Boot application requires several steps. Refer to the recipe URIs,jsf,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,5,UserManager.java,186,java-jsf,FacesMessage,"FacesMessage message = new FacesMessage(""The specified passwords do not match.  Please try again"");",The conversion of a JSF application to a Spring Boot application requires several steps. Refer to the recipe URIs,jsf,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,5,UserManager.java,202,java-jsf,FacesMessage,"FacesMessage message = new FacesMessage(FacesMessage.SEVERITY_ERROR,",The conversion of a JSF application to a Spring Boot application requires several steps. Refer to the recipe URIs,jsf,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,5,UserManager.java,212,java-jsf,FacesMessage,"FacesMessage message = new FacesMessage(FacesMessage.SEVERITY_ERROR,",The conversion of a JSF application to a Spring Boot application requires several steps. Refer to the recipe URIs,jsf,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,3,UserManager.java,44,java-logging-import,java.util.logging,import java.util.logging.Level;,Change to an implementation of SLF4J i.e. Logback,logging,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,3,UserManager.java,45,java-logging-import,java.util.logging,import java.util.logging.Logger;,Change to an implementation of SLF4J i.e. Logback,logging,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,3,index.html,163,java-system-config,System.getProperty(,"String ret = port.getHello(System.getProperty(""user.name""));<br>",Review usage of environment variables and system properties and externalize.,env-config,/Users/swoods/pvtl/demo/App1/webservices/hello-jaxws/docs/index.html
App1,3,HelloClient.java,60,java-system-config,System.getProperty(,"String ret = port.sayHello(System.getProperty(""user.name""));",Review usage of environment variables and system properties and externalize.,env-config,/Users/swoods/pvtl/demo/App1/webservices/simple-ws-war/simple-acc-client/src/java/enterprise/simple_acc_client/HelloClient.java
App1,3,Client.java,69,java-system-config,System.getProperty(,"String ret = port.getHello(System.getProperty(""user.name""));",Review usage of environment variables and system properties and externalize.,env-config,/Users/swoods/pvtl/demo/App1/webservices/hello-jaxws/src/client/Client.java
App1,2,UserManager.java,73,java-jpa,EntityManager,private EntityManager em;,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/jsf-jpa-war/src/java/enterprise/jsf_jpa_war/UserManager.java
App1,2,CustomerSession.java,77,java-jpa,EntityManager,private EntityManager em ;,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/customer-cmp-ear/customer-cmp-ejb/src/java/enterprise/customer_cmp_ejb/ejb/session/CustomerSession.java
App1,2,ListPersonServlet.java,58,java-jpa,EntityManagerFactory,private EntityManagerFactory emf;,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/ListPersonServlet.java
App1,2,ListPersonServlet.java,67,java-jpa,EntityManager,EntityManager em = null;,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/ListPersonServlet.java
App1,2,ListPersonServlet.java,69,java-jpa,createEntityManager,em = emf.createEntityManager();,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/ListPersonServlet.java
App1,2,CreatePersonServlet.java,62,java-jpa,EntityManagerFactory,private EntityManagerFactory emf;,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/CreatePersonServlet.java
App1,2,CreatePersonServlet.java,75,java-jpa,EntityManager,EntityManager em = null;,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/CreatePersonServlet.java
App1,2,TaxCalClient.java,50,java-rpc-import,javax.xml.rpc.Stub,import javax.xml.rpc.Stub;,Adapt to cloud friendly protocl or use TKG,webService,/Users/swoods/pvtl/demo/App1/webservices/ssl-jaxws-ear/ssl-jaxws-appclient/src/java/webservices/ssl_jaxws_appclient/TaxCalClient.java
App1,2,CreatePersonServlet.java,91,java-jpa,createEntityManager,em = emf.createEntityManager();,"JPA will work inside of Cloud Native applications, but changes may need to be made to the way JPA is configured to get connections. In addition, ensure that any JPA dependencies are not provided and dependent upon the current application server.",jpa,/Users/swoods/pvtl/demo/App1/enterprise/web-jpa-war/src/java/enterprise/web_jpa_war/servlet/CreatePersonServlet.java
App2,700,web.xml,46,xml-servlet-2-4,web-app_2_4.xsd,"xsi:schemaLocation=""http://java.sun.com/xml/ns/j2ee http://java.sun.com/xml/ns/j2ee/web-app_2_4.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/connectors/apps/mailconnector/mailconnector-ear/mailconnector-war/web/WEB-INF/web.xml
App2,700,web.xml,44,xml-servlet-2-4,web-app_2_4.xsd,"<web-app version=""2.4"" xmlns=""http://java.sun.com/xml/ns/j2ee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/j2ee http://java.sun.com/xml/ns/j2ee/web-app_2_4.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/ha/clusterjsp/clusterjsp-war/web/WEB-INF/web.xml
App2,700,faces-config.xml,45,xml-jsf-2-0,web-facesconfig_2_0.xsd,"xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd""",Refer to PCF documetation,jsf,/Users/swoods/pvtl/demo/App2/web/jsf/scrumtoys/web/WEB-INF/faces-config.xml
App2,400,web.xml,44,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/webbeans/webbeans-servlet/web/WEB-INF/web.xml
App2,400,web.xml,44,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/rest/managed-beans-war/web/WEB-INF/web.xml
App2,400,web.xml,44,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/rest/message-board-war/web/WEB-INF/web.xml
App2,400,web.xml,44,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/security/programmatic-login/web/WEB-INF/web.xml
App2,400,web.xml,47,xml-servlet-2-5,web-app_2_5.xsd,"xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/weld/weld-guess/web/WEB-INF/web.xml
App2,400,web.xml,44,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/security/web-security-annotation/web/WEB-INF/web.xml
App2,400,web.xml,44,xml-servlet-2-5,web-app_2_5.xsd,"<web-app version=""2.5"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"">",Refer to PCF documetation,servlet,/Users/swoods/pvtl/demo/App2/weld/weld-servlet/web/WEB-INF/web.xml
